0.000000000000000
0.166666666666667,0.000000000000000
0.222222222222222,0.111111111111111,0.000000000000000
0.200000000000000,0.133333333333333,0.075000000000000,0.000000000000000
0.200000000000000,0.160000000000000,0.100000000000000,0.060000000000000,0.000000000000000
0.206349206349206,0.152380952380952,0.114285714285714,0.082539682539683,0.047619047619048,0.000000000000000
0.204081632653061,0.156462585034014,0.130612244897959,0.093877551020408,0.068027210884354,0.040816326530612,0.000000000000000
0.201388888888889,0.156746031746032,0.126984126984127,0.101587301587302,0.078373015873016,0.057539682539683,0.034722222222222,0.000000000000000
0.202469135802469,0.161728395061728,0.129629629629630,0.112874779541446,0.086419753086420,0.069312169312169,0.050617283950617,0.030864197530864,0.000000000000000
0.203636363636364,0.162424242424242,0.132121212121212,0.110822510822511,0.092352092352092,0.075497835497836,0.060909090909091,0.045252525252525,0.027272727272727,0.000000000000000
0.201101928374656,0.162534435261708,0.133333333333333,0.113498622589532,0.100747737111373,0.081070444706808,0.066666666666667,0.054178145087236,0.040220385674931,0.024793388429752,0.000000000000000
0.200854700854701,0.161616161616162,0.136771561771562,0.115695415695416,0.099456099456099,0.085248085248085,0.072309634809635,0.060787360787361,0.048484848484848,0.036519036519037,0.022435897435897,0.000000000000000
0.202028740490279,0.163144547759932,0.137900560977484,0.117244294167371,0.101488255334409,0.091805630267169,0.076116191500807,0.065135718981873,0.055160224390994,0.044493967570891,0.033671456748380,0.020710059171598,0.000000000000000
0.200680272108844,0.163579277864992,0.138226059654631,0.118081918081918,0.103272917558632,0.090931290931291,0.079564879564880,0.068848611705755,0.059040959040959,0.050264021692593,0.040894819466248,0.030873888016745,0.019047619047619,0.000000000000000
0.200000000000000,0.164603174603175,0.138974358974359,0.120744810744811,0.105133755133755,0.092800532800533,0.084869204869205,0.072178192178192,0.063080253080253,0.054884004884005,0.046324786324786,0.037985347985348,0.028571428571429,0.017777777777778,0.000000000000000
0.200367647058824,0.163602941176471,0.138786764705882,0.121541693600517,0.106307907778496,0.094352338837633,0.084245166598108,0.074884592531651,0.066046637186343,0.057986131515543,0.050642372333549,0.042703619909502,0.035057773109244,0.026715686274510,0.016544117647059,0.000000000000000
0.200307574009996,0.164071510957324,0.139850057670127,0.122546273411325,0.107124901242548,0.095993299280497,0.085773223316476,0.079289568562925,0.068618578653181,0.061086644996680,0.053562450621274,0.047133182081279,0.039957159334322,0.032814302191465,0.025038446751250,0.015570934256055,0.000000000000000
0.199480181936322,0.164010243473608,0.140379543630318,0.122845239460307,0.109184999535877,0.097018564510825,0.087306207533246,0.078825886875422,0.070943298187880,0.063495423660542,0.056594162631314,0.050393076708866,0.043873299807252,0.037434544968085,0.030751920651301,0.023468256698391,0.014619883040936,0.000000000000000
0.199445983379501,0.164973838104032,0.141067839878334,0.123589158655152,0.109923415349519,0.098123404486448,0.088421846471382,0.080216815755352,0.074677155987242,0.065631940163470,0.058947897647588,0.052835679338857,0.047110035149794,0.041196386218384,0.035266959969583,0.029113030253653,0.022160664819945,0.013850415512465,0.000000000000000
0.200000000000000,0.164661654135338,0.141842105263158,0.123521548970465,0.110833456189493,0.098757924222321,0.089812767212148,0.081419839190737,0.074321550482541,0.067565045893219,0.061064879393053,0.055269395207476,0.049378962111160,0.044333382475797,0.038600484053270,0.033374613003096,0.027443609022556,0.021052631578947,0.013095238095238,0.000000000000000
0.199134199134199,0.164708307565450,0.141359893239592,0.124438440979794,0.111222585791361,0.100449908831156,0.090676781079258,0.082631457686743,0.075508097976033,0.070782429030992,0.062923414980027,0.057206393783130,0.051815303473862,0.046876624121206,0.041708469671760,0.036599541464645,0.031413309608798,0.026006574878755,0.019913419913420,0.012471655328798,0.000000000000000
0.198886094143011,0.164450832435022,0.141658539089369,0.124952517837893,0.111802593079897,0.101108438912377,0.091520155729520,0.083765468288040,0.076658005903347,0.070502656584229,0.064627435202210,0.058967696848728,0.053849229613740,0.048810749722410,0.044234942024165,0.039459738734081,0.034709032732748,0.029822850334604,0.024667624865253,0.018941532775525,0.011857707509881,0.000000000000000
0.199117832388154,0.164919516526322,0.141948788451624,0.125443743402156,0.112364172159217,0.101847676417371,0.092096085365704,0.084655748256678,0.077730969559702,0.071587083110666,0.067437323689262,0.060573685709025,0.055522121114073,0.050793448954007,0.046048042682852,0.041937278524800,0.037454724053072,0.033011511421620,0.028389757690325,0.023559930932332,0.018101621126196,0.011342155009452,0.000000000000000
0.198888888888889,0.165072463768116,0.142127799736495,0.125904385469603,0.112395225547399,0.102474268675642,0.093491147169637,0.085475661174948,0.078570426298250,0.072618437708625,0.067212532610298,0.062042337794121,0.057057343913919,0.052380284198833,0.048080059410908,0.043995833962182,0.039851104484972,0.035493229120231,0.031476096367401,0.027071961854571,0.022509881422925,0.017294685990338,0.010833333333333,0.000000000000000
0.198523076923077,0.165169230769231,0.142822742474916,0.126525509273335,0.113107182672400,0.102820344872519,0.094119223568194,0.086151674107738,0.079592289901511,0.073587172552848,0.068163646969085,0.064524031305886,0.058425983116359,0.053963926538755,0.049745181188444,0.045609709821744,0.041830766030308,0.037881179689875,0.033932154801720,0.030125121255556,0.025967771359076,0.021543812709030,0.016543589743590,0.010400000000000,0.000000000000000
0.198553583168968,0.164830155599386,0.142855577470962,0.126242270054979,0.113639438723051,0.103332762864535,0.094652861692995,0.086627775140361,0.080270590304035,0.074393197084935,0.069080218441350,0.064340202156867,0.059744473431376,0.055264174753080,0.051145322995893,0.047217994296491,0.043313887570180,0.039853836502314,0.036166467002587,0.032468411063729,0.028691425012495,0.024844448255819,0.020603769449923,0.015884286653517,0.009971509971510,0.000000000000000
0.198706643151088,0.165031127994091,0.142843576176910,0.126567479160072,0.113935077864224,0.103779401847035,0.095247357163621,0.087819503214028,0.080989729258227,0.075281755407190,0.069928135066257,0.065215401378486,0.061957231706612,0.056520014528021,0.052446101299693,0.048711724087005,0.044994294032348,0.041598712048750,0.038098942865449,0.034593133949012,0.031073203053879,0.027514669382624,0.023807262696152,0.019803735359291,0.015285126396238,0.009602194787380,0.000000000000000
